name,address,pincode,lat,lon,fee_type,vaccine_fees,date,available_capacity_dose1,available_capacity_dose2,min_age_limit,vaccine,slots
WARD 117 WARD OFFICE,NEAR NANJAPPA CIRCLE,560027,16,73,Free,free,03-06-2021,60,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 117 WARD OFFICE,NEAR NANJAPPA CIRCLE,560027,16,73,Free,free,04-06-2021,63,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 117 WARD OFFICE,NEAR NANJAPPA CIRCLE,560027,16,73,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 117 WARD OFFICE,NEAR NANJAPPA CIRCLE,560027,16,73,Free,free,06-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Adugodi UPHC,BALAPPA LAYOUT ADUGODI KORAMANAGALA MAIN ROAD,560030,12,77,Free,free,03-06-2021,79,50,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-04:00PM
Ward 34 Modern Public School,3rd Main Church Road RT Nagar,560032,13,77,Free,free,03-06-2021,10,25,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 34 Modern Public School,3rd Main Church Road RT Nagar,560032,13,77,Free,free,04-06-2021,67,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 34 Modern Public School,3rd Main Church Road RT Nagar,560032,13,77,Free,free,05-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 34 Modern Public School,3rd Main Church Road RT Nagar,560032,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 22 C N HALLI GOVT SCHOOL,INSIDE CHOLANAYAKANAHALLI PRIMARY HEALTH CARE CENTER GOVT SCHOOL,560032,13,77,Free,free,03-06-2021,37,24,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 22 C N HALLI GOVT SCHOOL,INSIDE CHOLANAYAKANAHALLI PRIMARY HEALTH CARE CENTER GOVT SCHOOL,560032,13,77,Free,free,04-06-2021,66,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 22 C N HALLI GOVT SCHOOL,INSIDE CHOLANAYAKANAHALLI PRIMARY HEALTH CARE CENTER GOVT SCHOOL,560032,13,77,Free,free,05-06-2021,67,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 22 C N HALLI GOVT SCHOOL,INSIDE CHOLANAYAKANAHALLI PRIMARY HEALTH CARE CENTER GOVT SCHOOL,560032,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 32 LBS COLLEGE,LAL BAHUDUR SHASTRI COLLEGE OPP PANIPURI GROUNDNear Pushpanjali Theatre Sulthan Palya,560032,13,77,Free,free,03-06-2021,25,28,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 32 LBS COLLEGE,LAL BAHUDUR SHASTRI COLLEGE OPP PANIPURI GROUNDNear Pushpanjali Theatre Sulthan Palya,560032,13,77,Free,free,04-06-2021,65,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 32 LBS COLLEGE,LAL BAHUDUR SHASTRI COLLEGE OPP PANIPURI GROUNDNear Pushpanjali Theatre Sulthan Palya,560032,13,77,Free,free,05-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 32 LBS COLLEGE,LAL BAHUDUR SHASTRI COLLEGE OPP PANIPURI GROUNDNear Pushpanjali Theatre Sulthan Palya,560032,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 20 Ganganagar,App To Byraanjaneya Temple KHM Block Ganganagar,560032,13,77,Free,free,03-06-2021,39,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 20 Ganganagar,App To Byraanjaneya Temple KHM Block Ganganagar,560032,13,77,Free,free,04-06-2021,62,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 20 Ganganagar,App To Byraanjaneya Temple KHM Block Ganganagar,560032,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 20 Ganganagar,App To Byraanjaneya Temple KHM Block Ganganagar,560032,13,77,Free,free,06-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Government School Doddanekundi,Government Higher Primary School Doddanekkundi,560037,12,77,Free,free,04-06-2021,4,4,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Gvt School MarathalliSanjayngr,PHC MARATHALLI ANANAD NAGAR 2ND CROSS MARATHALLI BANGLORE 560037,560037,12,77,Free,free,04-06-2021,2,7,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Government School Yemaluru,Kempapura MAIN ROADBellandur Bengaluru,560037,12,77,Free,free,04-06-2021,0,3,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
GVT PRIMARY SCHOOL VIBUTHIPURA,GOVERNMENT PRIMARY SCHOOL VIBUTHIPURA WARD 87,560037,12,77,Free,free,04-06-2021,40,1,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Gangondanahalli UPHC,6th CrossAhmed Nagar,560039,12,77,Free,free,03-06-2021,5,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Gangondanahalli UPHC,6th CrossAhmed Nagar,560039,12,77,Free,free,04-06-2021,1,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Panthara Palya UPHC,Near Nayandanahalli Post Office,560039,12,77,Free,free,04-06-2021,0,9,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Maruthi Mandir Ward 126,402 A2nd Block Govindaraja Nagar Ward Kalayan NagarNaagarabhavi Bengaluru 560040,560040,12,77,Free,free,03-06-2021,1,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Maruthi Mandir Ward 126,402 A2nd Block Govindaraja Nagar Ward Kalayan NagarNaagarabhavi Bengaluru 560040,560040,12,77,Free,free,04-06-2021,0,9,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
MoodalaPalya UPHC,1st MainPanchasheela Nagaraa,560040,12,77,Free,free,03-06-2021,0,7,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
MoodalaPalya UPHC,1st MainPanchasheela Nagaraa,560040,12,77,Free,free,04-06-2021,0,7,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Hosahalli UPHC,4th CrossM C Layout,560040,12,77,Free,free,04-06-2021,0,4,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
WARD 27 KARNATAKA GOVT SCHO0L,NEAR MUKUNTAMMA TEMPLE,560043,13,77,Free,free,03-06-2021,5,25,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 27 KARNATAKA GOVT SCHO0L,NEAR MUKUNTAMMA TEMPLE,560043,13,77,Free,free,04-06-2021,43,28,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 27 KARNATAKA GOVT SCHO0L,NEAR MUKUNTAMMA TEMPLE,560043,13,77,Free,free,05-06-2021,58,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 27 KARNATAKA GOVT SCHO0L,NEAR MUKUNTAMMA TEMPLE,560043,13,77,Free,free,06-06-2021,65,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 50 B CHANASANDRA GOVT SCH,B CHANNASANDRA GOVT SCHOOL NEAR AMAX SUPER MARKET,560043,12,77,Free,free,04-06-2021,35,25,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 50 B CHANASANDRA GOVT SCH,B CHANNASANDRA GOVT SCHOOL NEAR AMAX SUPER MARKET,560043,12,77,Free,free,05-06-2021,63,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 50 B CHANASANDRA GOVT SCH,B CHANNASANDRA GOVT SCHOOL NEAR AMAX SUPER MARKET,560043,12,77,Free,free,06-06-2021,66,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
30 WARD Vinoba Nagar Anganwadi,Near Counselor Office Ward 30,560045,13,77,Free,free,03-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
30 WARD Vinoba Nagar Anganwadi,Near Counselor Office Ward 30,560045,13,77,Free,free,04-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
30 WARD Vinoba Nagar Anganwadi,Near Counselor Office Ward 30,560045,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
30 WARD Vinoba Nagar Anganwadi,Near Counselor Office Ward 30,560045,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 33 Subash School,Chamundinagar Slum,560045,13,77,Free,free,03-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 33 Subash School,Chamundinagar Slum,560045,13,77,Free,free,04-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 33 Subash School,Chamundinagar Slum,560045,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 33 Subash School,Chamundinagar Slum,560045,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 48 Govt Karantaka School,Opp To Footbal Ground Muneshwarnagar,560045,12,77,Free,free,03-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 48 Govt Karantaka School,Opp To Footbal Ground Muneshwarnagar,560045,12,77,Free,free,04-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 48 Govt Karantaka School,Opp To Footbal Ground Muneshwarnagar,560045,12,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 48 Govt Karantaka School,Opp To Footbal Ground Muneshwarnagar,560045,12,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 24 JSS PUBLIC SCHOOL,NO 5 2 ND BLOCK 1 ST STAGE HBR LAYOUT,560045,13,77,Free,free,04-06-2021,61,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 24 JSS PUBLIC SCHOOL,NO 5 2 ND BLOCK 1 ST STAGE HBR LAYOUT,560045,13,77,Free,free,05-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD NO 24 JSS PUBLIC SCHOOL,NO 5 2 ND BLOCK 1 ST STAGE HBR LAYOUT,560045,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 31 Govt School,1 St Main Road Ashok Nagar Sampura Main Road,560045,13,77,Free,free,04-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 31 Govt School,1 St Main Road Ashok Nagar Sampura Main Road,560045,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward 31 Govt School,1 St Main Road Ashok Nagar Sampura Main Road,560045,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 23 Saint Dominic School,Saint Dominic School Govindpura,560045,13,77,Free,free,04-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 23 Saint Dominic School,Saint Dominic School Govindpura,560045,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 23 Saint Dominic School,Saint Dominic School Govindpura,560045,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 47 MODI GARDEN WELLFARE,MODI GARDEN WEL FARE ASSOCIATION D J HALLI,560045,13,77,Free,free,04-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 47 MODI GARDEN WELLFARE,MODI GARDEN WEL FARE ASSOCIATION D J HALLI,560045,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 47 MODI GARDEN WELLFARE,MODI GARDEN WEL FARE ASSOCIATION D J HALLI,560045,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 62 INDIRA GANDHI CANTEEN,CHINAPPA GARDEN,560046,13,77,Free,free,04-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 62 INDIRA GANDHI CANTEEN,CHINAPPA GARDEN,560046,13,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 62 INDIRA GANDHI CANTEEN,CHINAPPA GARDEN,560046,13,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 116 Neelsandra DISPENCERY,OPP TO MILLITARY MAIN Gate Neelasandra,560047,12,77,Free,free,03-06-2021,56,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 116 Neelsandra DISPENCERY,OPP TO MILLITARY MAIN Gate Neelasandra,560047,12,77,Free,free,04-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 116 Neelsandra DISPENCERY,OPP TO MILLITARY MAIN Gate Neelasandra,560047,12,77,Free,free,05-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 116 Neelsandra DISPENCERY,OPP TO MILLITARY MAIN Gate Neelasandra,560047,12,77,Free,free,06-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Koramangala UPHC,Near Dog Pound L R Nagar,560047,12,77,Free,free,03-06-2021,36,17,45,COVISHIELD,09:00AM-10:00AM|10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-04:30PM
WARD 114 Bbmp Girls Pu College,ORC Road Girls Pu College Austin Town,560047,12,77,Free,free,03-06-2021,58,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 114 Bbmp Girls Pu College,ORC Road Girls Pu College Austin Town,560047,12,77,Free,free,04-06-2021,65,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 114 Bbmp Girls Pu College,ORC Road Girls Pu College Austin Town,560047,12,77,Free,free,05-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 114 Bbmp Girls Pu College,ORC Road Girls Pu College Austin Town,560047,12,77,Free,free,06-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 115 YOGA HALL,Near Vivek Nagar NEAR PARK,560047,12,77,Free,free,03-06-2021,62,27,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 115 YOGA HALL,Near Vivek Nagar NEAR PARK,560047,12,77,Free,free,04-06-2021,46,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 115 YOGA HALL,Near Vivek Nagar NEAR PARK,560047,12,77,Free,free,05-06-2021,37,22,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 115 YOGA HALL,Near Vivek Nagar NEAR PARK,560047,12,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 111 FOOT BALL STADIUM,OPP INDIRA CANTEEN ASHOK NAGAR,560047,12,77,Free,free,03-06-2021,65,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 111 FOOT BALL STADIUM,OPP INDIRA CANTEEN ASHOK NAGAR,560047,12,77,Free,free,04-06-2021,68,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 111 FOOT BALL STADIUM,OPP INDIRA CANTEEN ASHOK NAGAR,560047,12,77,Free,free,05-06-2021,70,29,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Ward No 111 FOOT BALL STADIUM,OPP INDIRA CANTEEN ASHOK NAGAR,560047,12,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
ST PHILOMENA HOSPITAL BLOCK 1,CAMP BELL ROAD VIVEK NAGAR,560047,12,77,Paid,COVISHIELD:850,04-06-2021,2,10,45,COVISHIELD,09:00AM-11:00AM
Govt School Garudacharpalya,GOVERNMENT SCHOOLRHB COLONY Garudacharpalya,560048,12,77,Free,free,04-06-2021,0,5,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
GOVT SCHOOL HOODI MEDAHALLI,Govt. Upper Primary School Hoodi Thigalarapalya Hoodi Bengaluru Karnataka 560067,560049,12,77,Free,free,04-06-2021,39,4,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
GOVT SCHOOL HOODI MEDAHALLI,Govt. Upper Primary School Hoodi Thigalarapalya Hoodi Bengaluru Karnataka 560067,560049,12,77,Free,free,04-06-2021,10,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Hanumanthnagara Tr Mill UPHC,Brindavan Nagar,560050,12,77,Free,free,03-06-2021,74,45,45,COVISHIELD,09:00AM-10:00AM|10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-04:30PM
WARD 63 V K O School,Shivajinagar,560051,12,77,Free,free,03-06-2021,62,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 63 V K O School,Shivajinagar,560051,12,77,Free,free,04-06-2021,69,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 63 V K O School,Shivajinagar,560051,12,77,Free,free,05-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
WARD 63 V K O School,Shivajinagar,560051,12,77,Free,free,06-06-2021,70,30,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
Chickpete Ward 109,13KV Temple Street Crosssowrashtrapetchickpetbengaluru 560053,560053,12,77,Free,free,04-06-2021,1,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
KR Market Ward 139,1571st Main 2nd Cross S R Market 560053,560053,12,77,Free,free,04-06-2021,9,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Nethaji Circle UPHC,Near BBMP 36 Ward Office Netaji Circle,560054,13,77,Free,free,04-06-2021,0,4,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
M S RAMAIAH MEDICAL COLLEGE-C1,M S R NAGAR MSRIT POST MATHIKERE,560054,90,90,Paid,COVAXIN:1250,04-06-2021,0,19,45,COVAXIN,09:00AM-11:00AM|11:00AM-12:00PM
Aramane Nagara Ward 35,Puttaiah Copound 7th Cross Ashwath Nagar BBMP Dry Waste Management Compound Ashwath Nagara,560054,13,77,Free,free,04-06-2021,6,10,45,COVISHIELD,10:00AM-11:00AM|11:00AM-12:00PM|12:00PM-01:00PM|01:00PM-04:00PM
Ullalu UPHC,Near Ullal Busstop,560056,12,77,Free,free,03-06-2021,0,28,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
THIPPENAHALLI PHC COVISHIELD,THIPPENAHALLI DODDABIDARAKKALU,560057,13,77,Free,free,03-06-2021,84,38,45,COVISHIELD,09:00AM-11:00AM|11:00AM-01:00PM|01:00PM-03:00PM|03:00PM-06:00PM
NELAMAHESHWARI UPHC,Maheswari Nagar T. Dasarahalli Bengaluru Karnataka 560057,560057,13,77,Free,free,04-06-2021,83,70,45,COVISHIELD,10:00AM-12:00PM|12:00PM-02:00PM|02:00PM-04:00PM|04:00PM-05:00PM
